indice_origen,id_cancion,particion
2695,7qzsvHOsaJdefeDwyZNGjY,entrenamiento
2696,6k9oA3gIxOIOFIUQCPaubQ,entrenamiento
2697,4wjKsLqJqLYBzaEO7iD4Fp,entrenamiento
2698,69UZ7jq0OEfymnk2mmXScI,prueba
2699,23bUtNc4PUyHNrYNolzMPq,prueba
2700,3vooOYHU0Fi3ViCG7Ozh0Y,entrenamiento
2701,0QnONzv3TvHAWk294h6DaQ,prueba
2702,49clMzwHdKb5f0awEH99pg,entrenamiento
2703,2EtDBM1HREttw143IwZvJ0,entrenamiento
2704,35YyxFpE0ZTOoqFx5bADW8,entrenamiento
2705,551qy5vUgrUfEUc4dCNfht,entrenamiento
2706,4ePKbzLwkIBslceokt2iXZ,entrenamiento
2707,7nnWIPM5hwE3DaUBkvOIpy,prueba
2708,1OBNzxKB8SAi2LpVjeAp8y,entrenamiento
2709,7kzKAuUzOITUauHAhoMoxA,entrenamiento
2710,6urCAbunOQI4bLhmGpX7iS,entrenamiento
2711,1sTsuZTdANkiFd7T34H3nb,entrenamiento
2712,6PwjJ58I4t7Mae9xfZ9l9v,prueba
2713,1Ic9pKxGSJGM0LKeqf6lGe,entrenamiento
2714,7AtcBzm8ywaQpifSqRdyPH,entrenamiento
2715,6dNJ3lasVLPd0078T9yqlm,prueba
2716,5KnqauuLF6qyZA9RzfeKxG,prueba
2717,5w6B0sAH7XauCvMOAtplQj,prueba
2718,4Y4ldFPbe39m81tRLOcIWd,entrenamiento
2719,2jfk3m8nq5IvB35s2xIs1O,entrenamiento
2720,2VSbEXqs6NbNiZSTcHlIDR,entrenamiento
2721,56sk7jBpZV0CD31G9hEU3b,entrenamiento
2722,4dmgrfGknhKKaozk5U3JXL,entrenamiento
2723,0aQAxk0VUa03yons7PZjS1,prueba
2724,0b0x5fdpSjvJ8LiYSPnWoF,entrenamiento
2725,7c6AxRHaO6nfzhOxLShc94,entrenamiento
2726,5QSe2vbcBasm02vr76vqg4,entrenamiento
2727,3UvB63cZSpGUL3LvAj03dI,prueba
2728,3gpgMfFAQDkVgcY1u76Ccx,entrenamiento
2729,7objW5pQVFLJWwqRBAjOrv,entrenamiento
2730,6P3phrVqOebNtYo1uEyRJY,entrenamiento
2731,0WJa7QAYzg34rQ7iPXVTTS,prueba
2732,4kl3TXOlj8JXMPtZXUmRXI,prueba
2733,0iUuCOGuE6aeHjX0GarFC9,entrenamiento
2734,1SjK3fJFkEGuvGpwFvg3y9,prueba
2735,1NhLJcFWLjrBax77kFft28,entrenamiento
2736,4DVU0z4zLAqPq2ShvB7Hl3,entrenamiento
2737,1MmzIqMP1y5AGIX20RZxDc,entrenamiento
2738,1up0F8kK6mgObzqWi9Myom,prueba
2739,69s1IPlLiKxXcJtdZzafct,entrenamiento
2740,1rBivSsnwBbuC1UH9w9eCV,prueba
2741,3vq7aH5bBDHGg2szzHUdUw,prueba
2742,6CIwEZhbp17LhI8u8VvwyU,entrenamiento
2743,0KQQimYTGg3Rc1bISoSuXl,entrenamiento
2744,2Ai4eBBKTWgn9Mna9yzqeq,entrenamiento
2745,1SmH3Jv3V73B8vPb3p0N3M,prueba
2746,6kbpMfsWlfpB2zFTDUH92f,entrenamiento
2747,6IBJRIkJjFZAKNatEy8AU2,entrenamiento
2748,2wNtuIBz7mqFJhSmmjSzWh,entrenamiento
2749,0Qh7NOFNMZAd7TK2wlde99,entrenamiento
2750,0SRPuTnr5QOKRoIxMvvlgK,entrenamiento
2751,6HguG9HRb1Ke1bhihfE4m8,entrenamiento
2752,4IiuExPFijOGZnVxGsKWcc,prueba
2753,1FHNctV68GUNLgXclG2DtR,entrenamiento
2754,79vEv8zqy9tLYsTxxkXHXq,entrenamiento
2755,7AOdyU64RafmvJUL4WMotN,prueba
2756,5awDvzxWfd53SSrsRZ8pXO,entrenamiento
2757,5UYYQuk6SjY3S892UuLXE3,entrenamiento
2758,6h3lMAmmpQDFqoHk9F99IR,entrenamiento
2759,3N1McBmL4FxqiHSfKAB413,entrenamiento
2760,37mfTcSlX60JtAvAETytGs,entrenamiento
2761,7clyJIrLkEbXUDwj1tC9zz,entrenamiento
2762,0HoxJw3Gt3w4psA1cC3Yn7,entrenamiento
2763,57Xjny5yNzAcsxnusKmAfA,entrenamiento
2764,5pRElcsPZrgZXkoON2o5Go,entrenamiento
2765,5Rizj5FLb2AyNKu9esjYY6,entrenamiento
2766,1RTYixE1DD3g3upEpmCJpa,prueba
2767,06WUUNf7q18NZfjIsQFsfa,entrenamiento
2768,6gYx4SBZz99Lwn6V5iDll9,prueba
2769,13DqxJiOQYYbgcFVhd8Rtk,entrenamiento
2770,4EchqUKQ3qAQuRNKmeIpnf,prueba
2771,1Kff9M64hU5w2sC8RpxT51,entrenamiento
2772,3FdszHMbgPXCYxDYhW5B0N,entrenamiento
2773,6UzKahpnjdqdFga5RAvBFn,entrenamiento
2774,2XdGsYBDQYXjgdixMdn7w2,entrenamiento
2775,0zpEpdoYYyhBEwgfsxqVVe,prueba
2776,3UEs83vjOBXpzGUzCozijk,prueba
2777,6ZV5I5GntRTLOSNvSHQ1ia,entrenamiento
2778,5Z5nDrUm4et2SBtLDKnF38,prueba
2779,2h3wkxedVtAkQ8a6rl5N8t,entrenamiento
2780,7IWbx6SKa1HzTdw9wuxUfc,entrenamiento
2781,4l4wZSPLrRwtIsvlq5JlG1,prueba
2782,20n9GjrKJBmN7nMEb21cxc,entrenamiento
2783,6TeJ52WYcJT92bO95BY17u,entrenamiento
2784,0VALO2mJCnpzv8OSHlMlSq,entrenamiento
2785,26cV1OvQgnLdM1HTVj8ZMs,entrenamiento
2786,1OFXvxW4urYCAh0hoW3FGn,prueba
2787,2drouoeVvVzz5cRfe9VK8W,entrenamiento
2788,2u65iUSn9AerEa26a4HBPD,entrenamiento
2789,0nIr30RF5GZRmJWp8IBLpC,prueba
2790,0ufcuftmmSD0iWt75nn9Oy,entrenamiento
2791,2lKHhxzlYDf4m73LcohpWF,entrenamiento
2792,5auwSKx96QcROy6CTGnHIl,prueba
2793,0E3GkSUYpQCjwP8XDB5g5r,entrenamiento
2794,5y0ig04lDdVHdeHj70dPea,entrenamiento
2795,5Yi46NJu0JsXrys19xAaBC,entrenamiento
2796,6bs88I4enbCiWZIeD5QQ5E,entrenamiento
2797,1t10J4iBw22LChkLGh6qMV,prueba
2798,6BttoLTTDMUFbbcFNQw121,entrenamiento
2799,1oEVFAAHzA8xPbPoaJB3bf,prueba
2800,0Ot6e3wYVQQ1Us9PM977jE,entrenamiento
2801,5nQvUs9YQeg3vshSzydlRw,entrenamiento
2802,6gi7qsHSH2JWZsTRHndxqm,prueba
2803,6lvJDlBrtabJWiBlMTGxKs,entrenamiento
2804,5YCPqMoXNlPeUJ9fm1dlz3,prueba
2805,1BSAmxkrz2H8v5kpTfAT6v,entrenamiento
2806,1BLOVHYYlH4JUHQGcpt75R,entrenamiento
2807,0RmUjJteEkkF5kKdhEfwNe,entrenamiento
2808,0QQIhT6PtJ5glyn4HKNKQ6,prueba
2809,56nQ0EwaDX0X1TFGrDVC0b,entrenamiento
2810,2Zi27tBhXnDQTz3porgaiw,entrenamiento
2811,1LomCMl5wD3MPVlC6smUHe,entrenamiento
2812,7BCxIjRsqbc9Yiy2haBCIK,entrenamiento
2813,6LgJvl0Xdtc73RJ1mmpotq,entrenamiento
2814,027qrQMWGsHo13amwdaBkI,entrenamiento
2815,5OQsiBsky2k2kDKy2bX2eT,entrenamiento
2816,5i9YJPhJo1RrWHKjkbkgmk,entrenamiento
2817,2iatXu415rxIRAQJ9dXWi5,entrenamiento
2818,3K2JogTLIIthEsUp1bgPFS,entrenamiento
2819,7326NRPSE29jliGTzaRku7,entrenamiento
2820,584A0PrNqDNS5pMmCaCgOm,entrenamiento
2821,4gBNgq0v7fG5kGC857Pb8M,entrenamiento
2822,7rVJVRNCAJkoQ2ta6E9fY2,entrenamiento
2823,3QFehvGrS4MmrAWW5Hqw3f,entrenamiento
2824,2d4OxzOWcVWtACFsILP7Zj,entrenamiento
2825,3ywytFNiWrmc59LKpGP6NY,entrenamiento
2826,04Opv95YdaTL2OU4tooVyQ,entrenamiento
2827,7vP1ftuN13Tq2j9gVlEm1l,entrenamiento
2828,2C6fzRAlaWOhKCOsn5a0Nk,entrenamiento
2829,7tajVL3uCWa2D9xfGgDHMn,entrenamiento
2830,3ltkObuXJYfkdcbNQsTvqM,entrenamiento
2831,4ddGbSuvryKgVIIBjBqGHo,entrenamiento
2832,6XqVKktG8x1CdAzYgXAa0o,entrenamiento
2833,5ijySEvA18lrJVfCfG9EHm,prueba
2834,5w9oSZxNUp3nIkrvZsdPJ1,entrenamiento
2835,68gi1yEZqkzKJPiUeZe8bI,entrenamiento
2836,4gb0u3m6CgWufipNiXx8ij,entrenamiento
2837,7jZohYbYAs1Pdl3i2u2c4J,entrenamiento
2838,4dUBeg6zboC0lTUS7TKXfs,entrenamiento
2839,5PvFiy6gfcrs6n4ki8vFqS,entrenamiento
2840,7b3OfGX7LuIyTBk6FMdagF,entrenamiento
2841,0vGAY9aloPKORe0R0KlfGv,entrenamiento
2842,4KuCdksNtIbdPVRfJGHrUX,entrenamiento
2843,7f2Rpazz6GxPwKKGcTK3LA,entrenamiento
2844,5cUJtPvqRfXRAj9yQR8iRJ,prueba
2845,4HTnxtdlQv00Nsw5PrsCnt,entrenamiento
2846,6F5aVSame3xjIbO4bhzTsM,entrenamiento
2847,26wc2F3aJGvc5SJgKt7Xt8,entrenamiento
2848,5kW4weQet1sxEKE9wJngDJ,prueba
2849,1TD7UJAz4DyR3GuAgju5zU,entrenamiento
2850,38kjFXYgPvtuXCPbHPMGte,prueba
2851,51c94ac31swyDQj9B3Lzs3,prueba
2852,3YuaBvuZqcwN3CEAyyoaei,entrenamiento
2853,2rtGaCAeYtmcIvuZsvgTf6,prueba
2854,5FZxsHWIvUsmSK1IAvm2pp,entrenamiento
2855,4zIJHigfguvdm3O8c9KPeo,entrenamiento
2856,2F0V2ZtysDji16KdnRYnno,entrenamiento
2857,7r9kOxiNDnkAg5QKqtyjVk,prueba
2858,1kKPRIlPOXmaAMlYxY8sSS,entrenamiento
2859,5YTUCHSwfwJ4oHFDjFgpEe,entrenamiento
2860,1BH3rSiixIJhXe3viUeMAN,entrenamiento
2861,7cpC2EuFMexgy392K13RZb,entrenamiento
2862,3IyCL4Em1GOpNGDf451Hg1,prueba
2863,0G1BEi8ByngMCJqcPnDACw,entrenamiento
2864,2dbA4sPwu3iK72c0mA6907,prueba
2865,5kFWp8In0sIpeXPfPuJlYE,entrenamiento
2866,2u1B87jh7hcE0ImLMfHNji,prueba
2867,0g8gKLBFY1Y16Zyrc9fuKA,entrenamiento
2868,7fcfNW0XxTWlwVlftzfDOR,entrenamiento
2869,4yffABDkB5A9flvr9vQFck,entrenamiento
2870,00B7SBwrjbycLMOgAmeIU8,entrenamiento
2871,2pYaGdqXBrl8MdvuwgtBb7,prueba
2872,5VeTnCn59BLrrk95uNRiBL,entrenamiento
2873,4E5xVW505akJX0wcKj8Mpd,prueba
2874,5Iuqf7d8G5SAvuKY7MKHbd,entrenamiento
2875,41Q87dXXetURXvHWQb3Yuo,entrenamiento
2876,6sUGVATdMTiXz4dDJV6Y5C,entrenamiento
2877,2cmrWW2lEdV9Cg3kJK0V4h,entrenamiento
2878,5n40SAKMk89wdWyhTfWzx4,entrenamiento
2879,5oybimaSGL9SQIoOnr7BJd,entrenamiento
2880,36DsPKPZurixiFVcZ4XONb,entrenamiento
2881,2RgDiVVZrBDL81IV2AOxPe,entrenamiento
2882,02rL5rMK7s4LQ6BAjNF5iv,entrenamiento
2883,4K8g4J2FoDIXfgi762CKW2,entrenamiento
2884,5Tx2VlERdaXscX7dh0Wteo,entrenamiento
2885,7v4Pcy1Qg5M9HtquXttaYT,entrenamiento
2886,6kvvMuXpc0njRRmx8C27N8,entrenamiento
2887,1F9l3qGdQBAh8dp4jKWsqH,entrenamiento
2888,5ITw1gs95vZpnZlS0JUwkS,entrenamiento
2889,0zNeZTy7nLEWCRrBgjrBx5,prueba
2890,5eK0UAeymUyyXILUAefcj5,entrenamiento
2891,45dK5t0NaS3zBrP4yjfGXz,entrenamiento
2892,3dVsYiHV3ekE8hS17Lmyck,entrenamiento
2893,5rsiXpifJ6NLCpdhTgOWU6,entrenamiento
2894,067myxyF0oOrjlStXYE3gW,entrenamiento
2895,1hsvFo7ECcXn617aFGqSfG,prueba
2896,2JT6jOMYwTE9eDMwXqeLZn,entrenamiento
2897,506La0sS4cMOKiMRMKlsrG,entrenamiento
2898,2oNMhDpqWkI3oIjOGmqV0z,entrenamiento
2899,3iIQdR4zxBG2pkBU0L9ooA,entrenamiento
2900,507bYMYfbm6sUS9iEAaeSd,entrenamiento
2901,2JuasWPUodaUxf5nwNpciQ,entrenamiento
2902,0l4DTppOxy7NUaEcwXuOb6,entrenamiento
2903,2302lUwfZ4S4dVyPOCDFnQ,entrenamiento
2904,6e7HeiJ73JX3VWTWsElnIr,entrenamiento
2905,2xVyWv5f31wI37XeYbXjWJ,entrenamiento
2906,7piw04hPQZ1OHZ9Fq9JOXR,prueba
2907,4ElNxglBjcrASiGn58t9Jm,entrenamiento
2908,6rSuL1ViLO7Aljn2WD09s4,entrenamiento
2909,3LBLmC8gqvt1l43kdpx43w,entrenamiento
2910,1oFnf7O5pRtgTt1U6cBxHl,entrenamiento
2911,5axys0aO71B1dZDfnrxHvy,entrenamiento
2912,4cvngM7l4dOwldWzMOEP6c,entrenamiento
2913,3JyvSSU0VnlMUsQckyEVfX,entrenamiento
2914,2mvffzYUJ9Ld9xhsF5DUjU,prueba
2915,4diMr8l7HCK1OdrQM3LAzq,entrenamiento
2916,1lATXTBJDHwawvT1UfxWu3,entrenamiento
2917,27L8sESb3KR79asDUBu8nW,entrenamiento
2918,1d6zb2JQZt9LpxOwU1E3y4,entrenamiento
2919,1TmBaKkDUu0akM9xzSxRia,entrenamiento
2920,2AHctrKhJekyp7wIykP83U,entrenamiento
2921,0jwIgZRcbW2VjYuCbhKnX5,prueba
2922,1Ou8VdIw39ATdskqSnAaFo,entrenamiento
2923,18QN5s8wxFP61qsKPLiBue,entrenamiento
2924,0VCpgkuUgYee2tWLVlSf6O,entrenamiento
2925,3AP3yFNoB0mdDh8DEaLCdL,entrenamiento
2926,0jdfbvSdaWvxfAlD20TtNc,entrenamiento
2927,02bJ6uGeHKfNOhIc9qyA8e,entrenamiento
2928,6gZVQvQZOFpzIy3HblJ20F,prueba
2929,56AD3PBYdPepniv4VtsV7s,entrenamiento
2930,6S2UlwxfsDpR5yqKaVASMv,entrenamiento
2931,1lSSSGxlchhDCPzL7LXk4Z,entrenamiento
2932,2NXYLpZdCZ6qaqZlaMpDMd,entrenamiento
2933,6GIQckKtzHYA8MHoRWRkcy,entrenamiento
2934,7zJEM93vCjyjy51XRI9klu,entrenamiento
2935,0x37bUHqB4qJrJSr8iR2pO,entrenamiento
2936,5BLXWjtErKV3De7MOtomI6,entrenamiento
2937,0Ki1LxOG8z8ywTCcUT3ugq,entrenamiento
2938,7aDLnVQ1Gvjh6Q0nc1rePd,entrenamiento
2939,6iv2RejVrtRlzbz6XfLD02,entrenamiento
2940,7hzeu43gNUoHwh5CQrl3Jk,prueba
2941,6Boqs3NAzPMxyhztKZOIyi,entrenamiento
2942,0qgDf2H3HHSfiANtWkZPXh,entrenamiento
2943,5DLN0LQbIAD28k53GJfRPq,prueba
2944,4PY23WVDXuHDHwhg0P7PDq,entrenamiento
2945,7wEKVEEo4Vmn1qNvL7AZNf,entrenamiento
2946,6CKlCWBY885ja7Fz2EQjdE,entrenamiento
2947,67AUQswwoIM2Opd0bhBEcc,prueba
2948,1zMSZbxk4dDAHxBS5V07KT,entrenamiento
2949,67BMusU7lw2tEwR9mPiE5m,entrenamiento
2950,2DFi8rwHcVkTTgu7PULhtI,entrenamiento
2951,48XkVAagIoQHCsOlJtXUd5,entrenamiento
2952,4iG2gAwKXsOcijVaVXzRPW,entrenamiento
2953,4dyx5SzxPPaD8xQIid5Wjj,prueba
2954,70wYA8oYHoMzhRRkARoMhU,entrenamiento
2955,3gVhsZtseYtY1fMuyYq06F,entrenamiento
2956,3acBQxxlyb0jC2xqndDzSf,entrenamiento
2957,1f2V8U1BiWaC9aJWmpOARe,entrenamiento
2958,6QewNVIDKdSl8Y3ycuHIei,entrenamiento
2959,0tZ3mElWcr74OOhKEiNz1x,entrenamiento
2960,4VFPqkCuTS1tQpbnsSot2q,prueba
2961,2bPGTMB5sFfFYQ2YvSmup0,entrenamiento
2962,0haXiRi57j2xQo5a3WkzqV,entrenamiento
2963,4pRYWucBrSGVwY95PWw4do,entrenamiento
2964,0YJ9FWWHn9EfnN0lHwbzvV,entrenamiento
2965,5gFfoZxgMHgMiArpO4Balz,entrenamiento
2966,3hgESJrxlX103Q78BrEAfr,entrenamiento
2967,55mJleti2WfWEFNFcBduhc,entrenamiento
2968,141GeeQQItnC1sH7gXUDlf,entrenamiento
2969,5AU57UY8wDFicbZw8E6mw2,entrenamiento
2970,3lIZy99mnEArB9FWVoxH3C,entrenamiento
2971,6rpdxmNNNCTA07YGUQsqH4,entrenamiento
2972,5FQXMRDSTkn9fowDJ3kZo8,prueba
2973,6E9deAT9PHY3xwZwD0fvhZ,entrenamiento
2974,0fRQGN6XS01UzZbKNj6sQp,entrenamiento
2975,6Dt4xgUvH2sLJcgiOR8nd8,entrenamiento
2976,2MlMI8EvmLlWYXVcdfSAxs,entrenamiento
2977,522MbOYOtRZTyRQNfJrE5h,entrenamiento
2978,0pz2M8f78gt3rwgWmbpOX3,entrenamiento
2979,5nXr1lGKGDKcnBkjosJzpo,entrenamiento
2980,3M6auAoAoVyPGxNxe1jcXw,entrenamiento
2981,3jCw4TeJAt4H17uPkWo4M6,entrenamiento
2982,4sQZkvEugFqfWQ7OUsssZs,prueba
2983,0UvMeaPWStJGuXMe89bAoJ,prueba
2984,03YuyrltrfOOtysn0HBvax,entrenamiento
2985,5EL8He4J2hrTWl9rxbE3DY,entrenamiento
2986,6aw5G0HhAmyqM2OlqjTjOb,entrenamiento
2987,0f70fllnpYQJlADzm3dkEX,entrenamiento
2988,2aaClnypAakdAmLw74JXxB,entrenamiento
2989,6DRWiEJyjKr8iy4ys0jE7R,entrenamiento
2990,5Y7Lt08Xc885tzG5kKTZ4u,prueba
2991,1N9UaGzXe20ZRXpGDrQZhI,prueba
2992,0ay8DzY6bSJ7Ok85oR34Mn,entrenamiento
2993,3CI0tvulxpMSMAPNCgqTMU,entrenamiento
2994,7FC5uMdyQyYgN6jpBjgvdK,prueba
2995,4GO7nRMoH2XnvXSIUqNMqg,prueba
2996,57ECsM5I8Y4Jyyy3AEYW9U,entrenamiento
2997,4WJTKbNJQ41zXnb84jSWaj,entrenamiento
2998,1N8MFkbeTDjVmUaVnYVKFg,entrenamiento
2999,519WGo9DQCtYP72a7Lmprj,entrenamiento
3000,5E30LdtzQTGqRvNd7l6kG5,prueba
3001,09gysnJpfQ3ublBmJDfcEC,entrenamiento
3002,2K7xn816oNHJZ0aVqdQsha,entrenamiento
3003,2QjOHCTQ1Jl3zawyYOpxh6,prueba
3004,4fouWK6XVHhzl78KzQ1UjL,entrenamiento
3005,07MDkzWARZaLEdKxo6yArG,entrenamiento
3006,60a0Rd6pjrkxjPbaKzXjfq,entrenamiento
3007,2nLtzopw4rPReszdYBJU6h,prueba
3008,7BoobGhD4x5K96Me0hqC8Q,entrenamiento
3009,0eu4C55hL6x29mmeAjytzC,entrenamiento
3010,6bTbMMEShyGyrcuIwtBlpA,entrenamiento
3011,6rrKbzJGGDlSZgLphopS49,entrenamiento
3012,0AUyNF6iFxMNQsNx2nhtrw,entrenamiento
3013,6CqHve8qCxKzEd3ciOy6xj,entrenamiento
3014,75fT19n6ZQHr67Mkh86qfD,entrenamiento
3015,6syz0SJTv8ZNCNxaOnvMtb,entrenamiento
3016,1tRpraJDpEUl0HjnkMosqx,entrenamiento
3017,2AEdT2ZKd14kzOouzdNOUj,prueba
3018,23PvWFdi76vER4p1e2Xroj,entrenamiento
3019,5xUhs6dlfkcxZM8zq7riYF,prueba
3020,62pennq1pcVBFVW1b1CrFu,entrenamiento
3021,1yZWmKmLfTrFCxHvhFsdoN,entrenamiento
3022,0v8tmDMQrTMavluubqAJo4,prueba
3023,2UCoAOZGk6a4BHUBzlvfAO,entrenamiento
3024,5SVYqPYpje5JDG2O969oz6,entrenamiento
3025,12cG3BUpk6PzLAzWK0mryO,entrenamiento
3026,34ldTowcv56E2DqtSaYBjP,entrenamiento
3027,6QvYmrqFKRSVrcVgvoA7Ar,entrenamiento
3028,58yD1ZePlS6V4gImXGV8Ed,entrenamiento
3029,2cwOhw3d0uIsR4krTsrLwF,entrenamiento
3030,6qK47Oa7Vbumzeb69KuMhZ,entrenamiento
3031,6ehaWPjsNSf5HWOXTEFSUi,entrenamiento
3032,5HNau9WX6OmX2PcBn3n24r,prueba
3033,3omnDqXnlC4awZfUrGQSDN,prueba
3034,5KaVoEhxf1UwParyAjzHVA,entrenamiento
3035,71BwuaJ5VjGx9EJdrc9OX2,prueba
3036,47dUWyurHWefCpINwcvit2,entrenamiento
3037,52cFhaPuS5oLrmFoJw4J9j,entrenamiento
3038,4xnB2yGAeXOuR3kJ9KTD3b,entrenamiento
3039,1gu8VJ0d28EsXtcgKzJcSl,prueba
3040,5yug4vHY6oGqkFI80Ya5F0,entrenamiento
3041,315FrAki9HoxEdG8CQuZhD,entrenamiento
3042,2QLFTiSNgt6cT3aQdeGFhd,entrenamiento
3043,2S3G868WlDZNtfwZiDKPRx,entrenamiento
3044,77s65ayZ3gXbqMV8jKH1A3,entrenamiento
3045,7GEQkaJPZmph6xtzXFNWxn,prueba
3046,3CKJz2XmcRBskVxbN3pit2,prueba
3047,1c9MeAa2tLEoZl5osXf5Ts,entrenamiento
3048,0VFk1Ofc6X7QHdVC9T71sK,entrenamiento
3049,02ocOpp3OlYjjFvhvBDljE,prueba
3050,2Y0iGXY6m6immVb2ktbseM,prueba
3051,0y1QJc3SJVPKJ1OvFmFqe6,prueba
3052,4gHnSNHs8RyVukKoWdS99f,prueba
3053,4wfyFIRnxdIN0v4OGtXcX3,prueba
3054,4kbj5MwxO1bq9wjT5g9HaA,entrenamiento
3055,46ZskDsXyj6SY4ILqw1XvK,prueba
3056,7daBAa22M7ygDPG1oehs8o,entrenamiento
3057,35dGLgPbz4j896kxOaVS27,prueba
3058,47U8UsDT7LHPkZ2Jm4qnvm,entrenamiento
3059,4CeeEOM32jQcH3eN9Q2dGj,prueba
3060,6NDhsCV7nxJeDsOpM1cPUk,entrenamiento
3061,1Pw6eI2cLqAFc6HkpXt38i,prueba
3062,4JPIT5G0JnCL4JUWoIGGG3,entrenamiento
3063,5DCpa5sx8KAHUbbMf4Ug3W,entrenamiento
3064,1c8XAD2VT1O68YwWvDaJQY,prueba
3065,2sNvA9nxGE52pupLXhAuDm,entrenamiento
3066,1tLemH0qMIlgVyijet0z3S,entrenamiento
3067,6s2tPtqrO3yzNR84vcMMU0,entrenamiento
3068,1v3rsZZAH13mnXEEz3AEL5,entrenamiento
3069,5miFSFpVtDCmHp21YLkaHV,prueba
3070,7CwwtOtObfhHMoYsh9gfTc,prueba
3071,1CWoIqBEZLUsB9wjZyjRkg,prueba
3072,1bOENKlPYEDXyH9kLFUsnj,entrenamiento
3073,4D8xgk4Cin0beAmJlTzohD,entrenamiento
3074,4FbHin5O4lPRgERdQEy6rB,entrenamiento
3075,2cxo6cXWQCDdPTePV3d5Tu,entrenamiento
3076,4SmpAA1iwwFw9hQ5FmYLuq,entrenamiento
3077,0FrFqoPT7JB0ezIU9g2OLC,entrenamiento
3078,1X19KuKnCG4l9kl2QXcNuD,entrenamiento
3079,06nOZkGMDu2cVCUvuKWjeI,prueba
3080,7oex5ickCMbEeBYP9uuQFH,entrenamiento
3081,2gBHPw488fjNjHIpBJl8Kk,entrenamiento
3082,5PbQBGeK9air60kXQlNHR4,entrenamiento
3083,66qTw96JwPJvUYsWiyyVGH,prueba
3084,6Fg7Zm99hVTt5Wv7NPQf11,entrenamiento
3085,7MWBaRLGmvflqPoewBGbMj,entrenamiento
3086,6vT20BVB14V8598mGV1vSS,entrenamiento
3087,4fvKqLGqlsj7giLICaxTXl,entrenamiento
3088,29RiulWABWHcTRLkDqVCl1,entrenamiento
3089,14jEv2xc6r43y0Nm2ymswN,entrenamiento
3090,2vU6bm5hVF2idVknGzqyPL,entrenamiento
3091,0XgHNxz37RYVl1VDom3PNx,entrenamiento
3092,6agwd0jyOXzwP7ajAwlSeN,entrenamiento
3093,7BsPT8jICeKZdoTmLBMDxS,prueba
3094,4eCQkJy0Gq9i5lQqOJcVKN,entrenamiento
3095,4nzIpIeHWiuFQnOV5ZELnj,entrenamiento
3096,4f2pSxIgf6TLd6O8GaC33a,entrenamiento
3097,4kqgYiNDWcwo9KBq4rz87l,entrenamiento
3098,0Zj4igNaBPjudrsnVLTstx,entrenamiento
3099,0nI0q4NuoOIskGNRizI6vs,entrenamiento
3100,7zwn1eykZtZ5LODrf7c0tS,entrenamiento
3101,22I3h5AOENlH4CqXJsEbFR,prueba
3102,1r1fPuhj9H4VdXr7OK6FL5,prueba
3103,4vJfxpYeM088ddkHtSNqP1,entrenamiento
3104,7uCBGNn991AM68fR4tSDco,entrenamiento
3105,7oMO1B9CB4ZPYPLeVe32OY,entrenamiento
3106,7yI7YDsXGrwUX8sFTXXnVV,entrenamiento
3107,7M62cpl1L8v53XwfCZ2GYD,entrenamiento
3108,24TdORdiwpuE1EH7fh1fNQ,entrenamiento
3109,5cOdPnKDyhdFnB6X3V3JkK,prueba
3110,3qmncUJvABe0QDRwMZhbPt,prueba
3111,6Byuke1Ac5qWJHFgzu7byM,entrenamiento
3112,6buVxRwPapLwrXwIsTiSfm,entrenamiento
3113,5SqrY9AWeRXqwgLCnLO2A0,entrenamiento
3114,3tqEDIkPhrv2AgXjQHKIwj,entrenamiento
3115,6WwoaXSpEJ75vG1t674Cmm,entrenamiento
3116,0l6b6fXyv5BHHoJizlq2De,entrenamiento
3117,1EeI6tvN2c7erYcOdM0Ljp,entrenamiento
3118,11oRhYmKwkh6iUTC521TSk,entrenamiento
3119,61c2cPZd0ZZr7W2X5d0bUR,prueba
3120,2q9STTSwMoEVLyvlNZyOdA,entrenamiento
3121,5oJgIQPvytf2nR7WX3vZLn,entrenamiento
3122,65mksf4l4ShgosppsGHoVR,prueba
3123,0LvONfXemxF8eUKovfhZdH,entrenamiento
3124,7cEZSmCRCiOU1nsCuAtx0F,entrenamiento
3125,1l1ra0gsPlpnDOc4HdkKZU,entrenamiento
3126,1cz1Z22xmJQaALUgUXzUaq,entrenamiento
3127,03I89EqsberXEAapUd1yWu,entrenamiento
3128,2Nmgl5ms85CE90Yu4lm8jL,entrenamiento
3129,0PSKFp3zoNmJzDsOHeLV6l,entrenamiento
3130,06feZZKF0F6FRvSTHCR0a4,entrenamiento
3131,2MCUHzFEXf39cyzcNyKw7B,entrenamiento
3132,6GwXhxrjTEVuBZC7jnB7f1,entrenamiento
3133,2YIm6Yfa0C3IxkRHDQdk1d,entrenamiento
3134,3BcoBRPyr5UqYdeoF9clb7,entrenamiento
3135,3M1kaOBZv0cvlXK7xYCT1Z,entrenamiento
3136,0lpdGobBIXUFiPaZpDR1Bj,entrenamiento
3137,6t1wUup2mF3IpJhMfAwoDl,entrenamiento
3138,4fdy3vg2bCXU6L77vC6li8,entrenamiento
3139,1wmOubz5LefeGM4KDAcsfz,entrenamiento
3140,08k0JhCj8oJLB7Xuclr57s,entrenamiento
3141,1Vl9pXCmq6m2FbpxqHptTY,entrenamiento
3142,4yB8TeiQpL09df92fxn5sZ,prueba
