indice_origen,id_cancion,artistas,nombre_album,nombre_cancion,popularidad,duracion_ms,contenido_explicito,bailabilidad,energia,tonalidad,volumen_db,modo,presencia_habla,acusticidad,instrumentalidad,presencia_en_vivo,positividad,tempo_bpm,compas,genero_musical,motivo_artista_o_cancion_faltante,motivo_cero_en_audio,motivo_nulo_en_audio,motivo_duracion_invalida
101577,3gIEb1mxGFTMlJAkaYaG2Q,Sleep Baby Sleep;Relaxation;White Noise Meditation;Spa Relaxation & Spa;Rest & Relax;Deep Sleep,"Brown Noise, White Noise, and Binaural Beats Entrainment (Loopable with no Fade)",Pure White Noise - Loopable with No Fade,35,73886,False,0.0,0.0,0,-8.437,0,0.0,0.0,0.0,0.0,0.0,0.0,0,sleep,False,True,False,False
101580,45J6Es4wJ5GpAjZgt9QXb8,Vacuum Cleaner White Noise;Lullaby Land;Lullabyes;White Noise for Deeper Sleep;White Noise for Newborns,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",Stronger Motor Vacuum Cleaner with high pitched motor tones - Non Stationary,35,85516,False,0.0,2.03e-05,6,-0.689,1,0.0,0.986,0.696,0.486,0.0,0.0,0,sleep,False,True,False,False
101585,57HQqFBEYSIkM4zzbsF4TP,Granular,Brown Noise For Sleep,Brown Noise For Sleep 5,36,86250,False,0.0,2.01e-05,2,-21.969,1,0.0,0.0,1.0,0.161,0.0,0.0,0,sleep,False,True,False,False
101589,4xGBr91n9vWRweKI0hd3u2,Rain Sounds,Rainfall,Spa Rain,35,97219,False,0.0,0.00743,8,-19.901,1,0.0,1.46e-06,0.807,0.414,0.0,0.0,0,sleep,False,True,False,False
101591,53z8ah9wlzvII7pnmmjBJX,Granular,Pink Noise For Sleep,Pink Noise For Sleep 5,36,103177,False,0.0,0.653,10,-26.865,1,0.0,0.985,0.227,0.111,0.0,0.0,0,sleep,False,True,False,False
101595,5V8TEDGMTyYx8nBFz94C0a,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Löschen Sie Den Geist,35,101120,False,0.0,8.83e-05,0,-24.547,1,0.0,0.823,0.553,0.388,0.0,0.0,0,sleep,False,True,False,False
101597,4HulNbrL7VILLuHV9tsADy,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Aufwachen Total Entspannt,35,105770,False,0.0,7.99e-05,10,-33.727,1,0.0,0.977,0.988,0.11,0.0,0.0,0,sleep,False,True,False,False
101598,7nOk0pfj4DqDglEjgaJ0EG,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Entspannende Stimmungen,35,88229,False,0.0,0.000267,1,-23.02,1,0.0,0.926,0.345,0.174,0.0,0.0,0,sleep,False,True,False,False
101616,7LVTRCPF8OeR35VexfK1XO,Loopable,Loopable Ambience of Brown Noise and Brown Waves,Brown Noise Waves,35,93451,False,0.0,2.03e-05,1,-18.75,1,0.0,0.113,0.94,0.363,0.0,0.0,0,sleep,False,True,False,False
101617,7aqkiFyBFMmJPIT0hkY4MK,Loopable,Loopable Ambience of Brown Noise and Brown Waves,Pure Brown Noise - Loopable with no fade,34,71397,False,0.0,2.01e-05,10,-17.502,0,0.0,0.0,0.124,0.688,0.0,0.0,0,sleep,False,True,False,False
101619,63gkPI6zuRKPAfvfkZ2U1s,Sleep Baby Sleep;Soothing White Noise for Sleeping Babies;Soothing White Noise for Relaxation;Lullaby Land;Hush Little Baby,"Loopable Fans, Air Conditioner, and an Office Shredder",Home Air Filterer Unit,35,75980,False,0.0,0.0038,1,-26.68,1,0.0,5.52e-05,0.144,0.117,0.0,0.0,0,sleep,False,True,False,False
101621,5qVRWUq8ECJaWTx2rE2kUD,Sleep Baby Sleep;White Noise Babies;White Noise For Baby Sleep;Spa Relaxation;Spa Relaxation & Spa,"Soothing Brown Noise, Brown Waves and other Ambeint Sounds for Rest and Ambiance (Loopable and without Fade)",Soothing Brown Noise Waves,35,93451,False,0.0,2.03e-05,1,-18.75,1,0.0,0.113,0.94,0.363,0.0,0.0,0,sleep,False,True,False,False
101631,517zFFE01WR7zuNONic10C,White Noise Babies;White Noise for Babies,Loopable White Noise,Air Conditioner - Loopable With No Fade (feat. White Noise For Babies),34,77482,False,0.0,0.000638,1,-42.864,1,0.0,0.98,0.833,0.0983,0.0,0.0,0,sleep,False,True,False,False
101632,6QOJC2iyu06ZVIh4iZT1oR,Deep Sleep Vacuum Cleaners;White Noise Vacuum Cleaner;Relaxing Vacuum Cleaners,Vacuum Cleaners for Background Noise,Deeper Sounding Vacuum Cleaner 2 - Stationary,34,78739,False,0.0,5.9e-05,3,-7.296,1,0.0,0.996,0.969,0.346,0.0,0.0,0,sleep,False,True,False,False
101633,33BhBduJ2m2FQ0cYpl0aQE,Deep Sleep Systems;White Noise Meditation;Rain Sounds;Fade Away Sleep Sounds;Fresh Water Spa,Pure Brown Noise and Ambient Combinations (Loopable and without Fade),Pouring Rain with Pure Brown Noise - Loopable with no fade,35,61020,False,0.0,2.03e-05,2,-14.51,1,0.0,0.0,0.0,0.838,0.0,0.0,0,sleep,False,True,False,False
101646,1vv0nOmOAXE8ZxKHwovfGp,Rain Sounds;Sleep Sounds of Nature,"Rain Sounds: Meditaton Rain Sounds, Massage and Spa Music for Yoga, Soothing Ambient Sleep Sounds, Baby Sleep Aid","White Noise (Loopable, No Fade)",34,139036,False,0.0,2.82e-05,4,-29.564,1,0.0,0.36,0.903,0.966,0.0,0.0,0,sleep,False,True,False,False
101663,55wsymeCqNNMiS6i0isfJk,Sleep Baby Sleep;Relax & Relax;Relax Meditate Sleep;Deep Sleep Lullabies;Deep Meditation Lullabies,"Fans, Air Units, and Other Office Ambiences (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",Outside Air Unit 2,34,64102,False,0.0,0.000262,10,-16.68,0,0.0,0.175,0.585,0.581,0.0,0.0,0,sleep,False,True,False,False
101666,3DXFilykRL3IDMqYERMkSH,Pink Noise,Pink Noise,Pink Noise for Sleeping,34,240000,False,0.0,7.95e-05,10,-12.882,1,0.0,0.118,0.971,0.235,0.0,0.0,0,sleep,False,True,False,False
101667,0oZIxlpMddqBvTigKs2dLI,Meditation Spa;Spa;Deep Sleep Relaxation;White Noise Nature Sounds Baby Sleep;Mute Button;Spa Relaxation & Spa,White Noise Spa Collection - 50 Shades of Ambience (Loopable and without fade),Buffered White Noise,34,93451,False,0.0,2.03e-05,1,-9.316,1,0.0,0.186,0.00105,0.497,0.0,0.0,0,sleep,False,True,False,False
101672,56WrmyFZZhiYShdXV3pOWE,Vacuum Cleaner White Noise;Baby Sweet Dream,Soothing Sleeping Sounds,Air Conditioner - Loopable With No Fade - Baby Sleep,34,77482,False,0.0,0.000638,1,-42.864,1,0.0,0.98,0.833,0.0983,0.0,0.0,0,sleep,False,True,False,False
101681,1WCpq85hZdiov2DN39Sqfd,Deep Sleep Hair Dryers;Hair Dryer Collection;Hair Dryer Sounds,Hair Dryers,Hair Dryer Sound 19 - Loopable With No Fade,34,84000,False,0.0,6.4e-05,6,-22.073,1,0.0,0.777,0.999,0.915,0.0,0.0,0,sleep,False,True,False,False
101682,5Yrsl8Y4882HA3vjcjIdkm,Granular,Pink Noise For Sleep,Pink Noise For Sleep 7,34,85233,False,0.0,0.0831,2,-27.014,1,0.0,0.583,0.987,0.108,0.0,0.0,0,sleep,False,True,False,False
101688,07mVi0yV5t6ckS0A11VYxN,White Noise Sleep Sounds;Sleep Sound Library,Loopable White Noise Sleep Sounds,Air Conditioner - Loopable With No Fade,34,77482,False,0.0,0.000638,1,-42.864,1,0.0,0.98,0.833,0.0983,0.0,0.0,0,sleep,False,True,False,False
101690,5yXpOUto49XyhZAVsbggNo,White Noise Baby Sleep,White Static Sleep Noise,Spray Paint,34,77316,False,0.0,0.183,11,-38.574,1,0.0,0.202,0.351,0.254,0.0,0.0,0,sleep,False,True,False,False
101698,6eu7S3v7Py2gw3eukxiHbD,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Hintergrund Lärm Für Schlaf,34,104292,False,0.0,0.000174,1,-23.436,1,0.0,0.921,0.748,0.211,0.0,0.0,0,sleep,False,True,False,False
101729,0XsJEXpDjyrTR08Su32Vpy,Water Sound Natural White Noise,White Noise Spa – Calming Noises,Healing Noises for Insomniac,34,62000,False,0.0,0.0052,8,-17.886,1,0.0,0.108,0.555,0.589,0.0,0.0,0,sleep,False,True,False,False
101733,2bhLx29FJZ6aDUxPsKzpz3,Sleep Baby Sleep;Rain Sounds;Calm Children Collection;Soothing Nature Sounds;Rain Sounds & Nature Sounds,"Rain Drop Medley of Roof, Thunder, Forest, Car, and More (Loopable Audio for Insomnia, Meditation, and Restless Children)",Pouring Rain and Soothing Brown Noise,33,93451,False,0.0,4.28e-05,2,-18.683,1,0.0,0.194,0.999,0.718,0.0,0.0,0,sleep,False,True,False,False
101743,68bHNMOv11rVzVs6QJFvIv,"Rain Sounds;Sounds Of Nature : Thunderstorm, Rain;The Rain Library","20 Sleeping Rain Sounds - Cure Insomnia, Sleep 8 Hours & Wake Refreshed",Continuous Rain,34,162495,False,0.0,0.998,11,-25.885,0,0.0,0.132,0.942,0.891,0.0,0.0,0,sleep,False,True,False,False
101744,2WhCcPMlgs7ZpjtWZ1d17G,White Noise Babies;Binaural Beats Sleep;Binaural Beats,Theta Waves for Babies Baby Sleep,Box Fan Noise,34,60000,False,0.0,0.000103,2,-29.6,1,0.0,0.957,0.0204,0.676,0.0,0.0,0,sleep,False,True,False,False
101768,7zWjTNurzoewvg2puGRJPx,Silent Knights,White Noise Hoover,Sleepy Hoover,33,128000,False,0.0,0.359,7,-7.687,0,0.0,0.67,0.961,0.753,0.0,0.0,0,sleep,False,True,False,False
101774,0j5Dyj6udsCYDDgkExIXGC,Silent Knights,White Noise Hoover,Calming Hoover,33,160000,False,0.0,0.178,0,-7.704,0,0.0,0.187,0.981,0.57,0.0,0.0,0,sleep,False,True,False,False
101776,7aobMbEFBMR9BuQOHWLdMi,Sleep Baby Sleep;White Noise Meditation;Delta Don and Theta Mind Cream;Soothing White Noise for Relaxation;Binaural Beats,"Brown Noise, White Noise, and Binaural Beats Entrainment (Loopable with no Fade)",Brown Noise with Binaural Beats - Theta - Loopable with No Fade,33,73886,False,0.0,0.475,9,-21.019,0,0.0,0.914,0.851,0.315,0.0,0.0,0,sleep,False,True,False,False
101792,6jMzlM5eXPdjBxB1mya2qs,Tmsoft’s White Noise Sleep Sounds,Pink Noise Sound,Pink Noise Sound,33,590000,False,0.0,2.03e-05,2,-9.651,1,0.0,0.155,0.916,0.444,0.0,0.0,0,sleep,False,True,False,False
101797,1U4qWTytgM8NPfJzax6Gqh,White Noise Sleep Sounds;Static White Noise Sounds;Real White Noise,White Noise Sleep Sounds,"White Noise - Loopable, No Fade",33,142305,False,0.0,1.95e-05,0,-9.879,1,0.0,0.0,0.0,0.0,0.0,0.0,0,sleep,False,True,False,False
101822,3EyvunG6quJJH2UxwkXGGf,Rain Sounds Factory STHLM,Rain And Wave Machines,Rain Sound : Loopable Rain,33,156000,False,0.0,8e-05,3,-15.066,1,0.0,0.00181,0.984,0.569,0.0,0.0,0,sleep,False,True,False,False
101825,6X15g6tStyh5vmC9wfM4RP,Meditation Spa;Spa;Deep Sleep Relaxation;White Noise Nature Sounds Baby Sleep;Mute Button;Spa Relaxation & Spa,"White Noise Spa Collection - 50 Shades of Ambience (Loopable Audio for Insomnia, Meditation and Restless Children)",Buffered White Noise,33,93451,False,0.0,2.03e-05,1,-9.316,1,0.0,0.186,0.00105,0.497,0.0,0.0,0,sleep,False,True,False,False
101830,6kbS5Z8RVWDH9ieymklT2v,Granular,Band-Pass,Pink Noise - BP 100 hz,33,186000,False,0.0,0.00158,10,-36.24,1,0.0,0.98,0.985,0.103,0.0,0.0,0,sleep,False,True,False,False
101833,6ezXeofP0Vfj59TuNelDlP,White Noise Therapy,White Noise Sleep Aid,White Noise for Babies,33,256000,False,0.0,2.03e-05,4,-11.254,1,0.0,0.142,0.734,0.505,0.0,0.0,0,sleep,False,True,False,False
101835,2j6c4aqDGK2HdkAGLbNGf9,Sound Sleeping,Sleep (Rain Sounds Compilation),Ankara Rain Skies,33,291833,False,0.0,0.994,11,-17.981,1,0.0,0.991,0.436,0.965,0.0,0.0,0,sleep,False,True,False,False
101841,6Oi367MytaNMr5I0U0zf2v,Granular,Pink Noise For Sleep,Pink Noise For Sleep 9,33,76261,False,0.0,0.000173,0,-27.962,1,0.0,0.945,0.108,0.105,0.0,0.0,0,sleep,False,True,False,False
101867,5aiHbzqqmnqowqyarJi8MU,Baby Sweet Dream,Hair Dryer (Baby White Noise Series),Hair Dryer (Baby White Noise Series),32,300000,False,0.0,0.0333,0,-25.706,1,0.0,0.981,1.0,0.971,0.0,0.0,0,sleep,False,True,False,False
101870,7L2HJIqrlb3L3SpjH66uO5,Outside Broadcast Recordings,White Noise for Restless Babies,White Noise: Kettles,33,40000,False,0.0,0.446,9,-8.968,0,0.0,0.447,0.992,0.946,0.0,0.0,0,sleep,False,True,False,False
101875,4THWkFVhSnDQzhh0khcVbp,White Noise Therapy,White Noise Therapy Vol. 1,Hidden Waterfall,32,422974,False,0.0,2.03e-05,11,-13.813,0,0.0,0.2,1.0,0.32,0.0,0.0,0,sleep,False,True,False,False
101888,5utUKeJ2ZG9KCZbvdEzPfa,White Noise Sleep Sounds,Soothing White Noise,Soothing White Noise - Loopable With No Fade,32,65248,False,0.0,0.000687,10,-49.531,0,0.0,0.908,0.943,0.101,0.0,0.0,0,sleep,False,True,False,False
101890,6o7NS54MaKCb0jvlMNlYGy,Granular,Pink Noise For Sleep,Pink Noise For Sleep 2,33,100934,False,0.0,0.167,1,-28.114,1,0.0,0.369,0.481,0.112,0.0,0.0,0,sleep,False,True,False,False
101894,6EulzmjzMXbl9tMuTOnpfJ,White Noise Baby Sleep;White Noise for Babies;White Noise For Baby Sleep;Natural Sounds;Nature & Sounds Backgrounds,"Rain Drop Medley of Roof, Thunder, Forest, Car, and More (Loopable Audio for Insomnia, Meditation and Restless Children)",The Early Morning Rain,32,87873,False,0.0,0.955,0,-20.356,1,0.0,0.139,0.997,0.425,0.0,0.0,0,sleep,False,True,False,False
101898,6ZQwcKEFr41pdeHUXOy9d5,Granular,Unison,White Noise - BP 940 hz,33,158709,False,0.0,2.03e-05,8,-25.693,0,0.0,0.754,0.00641,0.962,0.0,0.0,0,sleep,False,True,False,False
101914,4O5xErTIU7SLQ6QJ6SUc0D,The Ocean Waves Sounds,Relaxing Ocean Waves,Ocean Sounds: Relaxing Wind - Loopable,32,128916,False,0.0,0.0555,1,-17.352,1,0.0,0.844,0.965,0.631,0.0,0.0,0,sleep,False,True,False,False
101919,7fKV63uloCWmzj3HMQWZOS,Baby Sweet Dream,Baby White Noise Series - White Noise Collection,Hair Dryer,32,300000,False,0.0,0.0333,0,-25.706,1,0.0,0.981,1.0,0.971,0.0,0.0,0,sleep,False,True,False,False
101921,3oTdidJI8aabNqgSU1WjLE,ASMR HD,Asmr - Relaxing Box Fan Sounds,Asmr: Sleepy Box Fan,32,187106,False,0.0,2.02e-05,2,-13.615,0,0.0,0.112,0.905,0.585,0.0,0.0,0,sleep,False,True,False,False
101933,2ZUSMbv6oiNLdcSg0RpQsz,Granular,30 Minutes White Noise Yoga Trip,One Start Trip,32,180000,False,0.0,2.03e-05,1,-23.712,1,0.0,0.865,0.65,0.944,0.0,0.0,0,sleep,False,True,False,False
101935,7FUp5BALAs8wy0D3LjUyMj,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hair Dryer on High - Stationary,32,88305,False,0.0,0.000594,4,-11.661,1,0.0,0.236,0.999,0.961,0.0,0.0,0,sleep,False,True,False,False
101939,1gMuHUxFRYRDAmdfG3mmNM,White Noise Babies,Loopable White Noise For Baby Sleep,Air Conditioner - Loopable Without Fade,32,77482,False,0.0,0.000638,1,-42.864,1,0.0,0.98,0.833,0.0983,0.0,0.0,0,sleep,False,True,False,False
101949,1VfdHjChKjH3cRgWVqDqyb,White Noise Baby Sleep,White Noise for Sleeping Babies,"White Noise Relaxation for Calming Down Fussy Infant Baby, Sleepy Toddler or Child",61,593754,False,0.0,0.373,10,-16.469,0,0.0,0.153,0.999,0.726,0.0,0.0,0,sleep,False,True,False,False
101954,01M0YRamUAhV0XMPZrUIky,Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment,! ! ! ! ! Whispers ! ! ! ! !,Static Rainstorm,32,99030,False,0.0,2.01e-05,1,-25.162,1,0.0,0.0,0.977,0.32,0.0,0.0,0,sleep,False,True,False,False
101966,0mP9EwPHeiKQfhtKWW2vzG,Meditation Spa;Relax Meditate Sleep;Relaxation;Namaste;Relajante Marrón Ruido,Appliances and other Household Ambiences (Loopable background noises),Brown Waves - Loopable,32,93451,False,0.0,2.03e-05,1,-18.75,1,0.0,0.113,0.94,0.363,0.0,0.0,0,sleep,False,True,False,False
101967,29onW5ZW7dAXETPIdCYwf8,Loopable,Rain Sounds and other Ambiences (Loopable and without Fade),Office Air Conditioners,31,41066,False,0.0,0.0628,10,-28.528,0,0.0,0.981,0.0539,0.111,0.0,0.0,0,sleep,False,True,False,False
101971,0RdcTCLn8hIQvLVaqsZLPg,Meditation Spa;Deep Sleep;White Noise Therapy;Relaxation;Deep Sleep Relaxation;Deep Sleep Meditation,Appliances and other Household Ambiences (Loopable background noises),Pure Brown Noise - Loopable Background,32,71397,False,0.0,2.01e-05,10,-17.502,0,0.0,0.0,0.124,0.688,0.0,0.0,0,sleep,False,True,False,False
101979,1BgBMNz7I7NEOiP1LNeKqh,Granular,H2O,Brown Noise - Waterfall,32,113569,False,0.0,0.514,2,-19.258,0,0.0,0.272,0.968,0.111,0.0,0.0,0,sleep,False,True,False,False
101980,4kbZ4InJwTJlITcyUXsP1y,Baby Sleep Lullaby Academy,"Natural White Noise to Help Your Baby Sleep – Relaxing and Soothing Sounds of Hairdryer, Vacuum Cleaner, Ocean Waves, Car Engine, Mother's Heartbeat and Other",Vacum Cleaner,32,300000,False,0.0,0.00593,5,-25.195,1,0.0,0.908,0.973,0.96,0.0,0.0,0,sleep,False,True,False,False
101984,18uUw1Stb2demvWXH7ZwMN,Vacuum Cleaner White Noise;Baby Sweet Dream,Soothing Sleeping Sounds,Clean White Noise - Loopable With No Fade - Baby Sleep,31,86373,False,0.0,0.00224,10,-40.606,1,0.0,0.971,0.717,0.105,0.0,0.0,0,sleep,False,True,False,False
101985,4bayyxzcVfy6yE8UDTamjU,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hotel Hair Dryer - Non-Stationary,32,81548,False,0.0,0.999,7,-7.477,1,0.0,0.358,0.999,0.965,0.0,0.0,0,sleep,False,True,False,False
101986,1TQHup7ICgn33yWMgnkUyw,Tmsoft’s White Noise Sleep Sounds,Extreme Rain,Extreme Rain,31,590000,False,0.0,0.0353,1,-24.325,1,0.0,0.0,4.8e-05,0.424,0.0,0.0,0,sleep,False,True,False,False
101988,5gEKRH0MCSegG8ZISUPaU2,Granular,The World Of,Tin White Noise,32,182050,False,0.0,2.03e-05,1,-16.187,1,0.0,0.00385,0.903,0.921,0.0,0.0,0,sleep,False,True,False,False
101993,6H0kAiSAFB84jX7dgEDWd6,Rain Sounds,Rain,Rain: Natural Recording,32,84219,False,0.0,0.0254,8,-19.925,1,0.0,1.54e-06,0.838,0.339,0.0,0.0,0,sleep,False,True,False,False
113428,5EYzrykQ95uOmepteDi9KT,El Ruido Blanco;Soñoliento Juan;Mantra para Dormir,Aire Acondicionado de Ruido Blanco,Aire de verano,27,128000,False,0.0,0.188,8,-25.837,0,0.0,0.139,0.339,0.122,0.0,0.0,0,world-music,False,True,False,False
113688,2EnZf7wbFv7ST4CJ3EvNzT,El Ruido Blanco,Ruido Blanco para el bebé: sonidos relajantes para bebés recién nacidos para ayudar a dormir,Ruido Rosa Puro - Una Hora Versión,24,3601693,False,0.0,2.03e-05,1,-11.165,1,0.0,0.186,1.0,0.362,0.0,0.0,0,world-music,False,True,False,False
113856,6XsYJ0dwT2hRzp0Qles78F,Колыбельная-земля,Расслабляющие звуки - белый шум для вашего ребенка,Пылесос (Белый шум),22,302185,False,0.0,0.224,8,-10.224,1,0.0,0.142,0.986,0.411,0.0,0.0,0,world-music,False,True,False,False
